Date,Close,Open,High,Low,Close(Nikkei JAPAN 1000D)
2016-07-15,1557.11,1554.9,1567.11,1548.89,1960.83
2016-07-14,1549.42,1536.88,1550.82,1536.26,1951.15
2016-07-13,1536.49,1542.02,1553.43,1533.4,1934.86
2016-07-12,1519.13,1506.82,1533.19,1506.82,1913.01
2016-07-11,1483.73,1454.62,1492.98,1454.62,1868.43
2016-07-08,1429.29,1450.72,1457.79,1429.29,1799.87
2016-07-07,1448.01,1453.57,1462.58,1444.3,1823.45
2016-07-06,1457.32,1461.63,1461.88,1438.56,1835.17
2016-07-05,1484.31,1485.07,1486.97,1476.12,1869.16
2016-07-04,1490.93,1476.74,1492.67,1473.05,1877.5
2016-07-01,1481.81,1481.7,1489.06,1476.26,1866.01
2016-06-30,1471.66,1491.2,1493.48,1471.66,1853.23
2016-06-29,1473.9,1465.49,1478.75,1456.08,1856.05
2016-06-28,1446.46,1427.82,1456.22,1415.67,1821.49
2016-06-27,1448.2,1437.98,1448.65,1433.47,1821.13
2016-06-24,1423.5,1545.03,1547.6,1410.19,1790.07
2016-06-23,1535.65,1520.57,1537.93,1516.59,1931.1
2016-06-22,1518.67,1521.94,1526.57,1511.58,1909.75
2016-06-21,1529.59,1499.08,1532.77,1492.82,1923.49
2016-06-20,1511.96,1499.89,1516.89,1499.89,1901.31
2016-06-17,1478.36,1486.61,1493.9,1476.25,1859.06
2016-06-16,1467.26,1504.21,1507.58,1463.39,1845.09
2016-06-15,1509.38,1498.21,1517.78,1493.63,1898.04
2016-06-14,1502.93,1513.61,1521.46,1494.57,1889.94
2016-06-13,1517.8,1544.08,1545.96,1517.8,1908.63
2016-06-10,1572.38,1577.42,1577.42,1561.98,1977.27
2016-06-09,1580.45,1589.97,1592.28,1574.37,1987.42
2016-06-08,1596.9,1586.91,1596.9,1575.03,2008.11
2016-06-07,1584.65,1578.9,1586.74,1572.58,1992.7
2016-06-06,1574.73,1554.19,1574.73,1550.15,1980.22
2016-06-03,1580.18,1577.9,1585.06,1571.9,1987.07
2016-06-02,1573.72,1596.74,1596.74,1571.07,1978.95
2016-06-01,1609.58,1618.02,1624.07,1604.81,2024.04
2016-05-31,1630.82,1609.12,1631.98,1607.63,2050.75
2016-05-30,1614.42,1606.76,1615.02,1599.91,2030.13
2016-05-27,1595.15,1591.59,1598.08,1588.74,2005.9
2016-05-26,1586.6,1601.6,1604.06,1584.7,1995.1
2016-05-25,1586.63,1590.57,1592.02,1585.69,1995.13
2016-05-24,1566.93,1575.21,1575.44,1565.01,1970.36
2016-05-23,1581.81,1582.19,1582.49,1559.68,1989.08
2016-05-20,1587.52,1574.16,1589.58,1571.56,1996.25
2016-05-19,1579.42,1595.81,1597.98,1574.57,1986.06
2016-05-18,1581.73,1577.0,1594.83,1569.26,1988.98
2016-05-17,1579.15,1572.08,1579.35,1566.2,1985.73
2016-05-16,1562.4,1557.02,1576.32,1557.02,1964.66
2016-05-13,1560.41,1585.43,1585.43,1560.3,1962.16
2016-05-12,1580.36,1562.87,1581.31,1556.37,1987.25
2016-05-11,1576.82,1592.88,1598.12,1573.23,1982.79
2016-05-10,1577.25,1548.22,1579.75,1544.45,1983.32
2016-05-09,1543.87,1540.48,1551.18,1539.97,1941.35
2016-05-06,1534.14,1543.28,1545.98,1523.76,1929.12
2016-05-02,1536.01,1555.9,1556.04,1524.55,1931.47
2016-04-28,1584.38,1651.8,1660.61,1583.04,1992.29
2016-04-27,1636.42,1647.44,1649.91,1631.18,2057.73
2016-04-26,1645.42,1650.1,1651.73,1632.02,2069.05
2016-04-25,1657.21,1665.97,1667.47,1653.07,2083.85
2016-04-22,1664.12,1633.6,1664.12,1631.58,2092.55
2016-04-21,1647.57,1635.73,1648.04,1632.94,2071.73
2016-04-20,1614.22,1625.97,1631.74,1611.62,2029.79
2016-04-19,1611.04,1588.04,1614.11,1587.24,2025.8
2016-04-18,1559.21,1577.0,1577.71,1551.26,1960.62
2016-04-15,1608.64,1602.67,1616.59,1600.63,2022.77
2016-04-14,1620.49,1595.4,1620.49,1595.05,2037.68
2016-04-13,1574.17,1553.55,1576.57,1552.45,1979.43
2016-04-12,1534.35,1508.24,1538.09,1508.24,1929.37
2016-04-11,1511.08,1514.48,1514.48,1491.58,1900.1
2016-04-08,1520.67,1483.72,1536.68,1476.97,1912.17
2016-04-07,1502.61,1497.26,1512.45,1489.88,1889.45
2016-04-06,1496.63,1497.67,1503.65,1484.15,1881.93
2016-04-05,1497.1,1531.66,1531.66,1495.13,1882.53
2016-04-04,1537.33,1528.97,1550.01,1526.81,1933.11
2016-04-01,1536.38,1583.15,1583.15,1534.07,1931.92
2016-03-31,1590.77,1610.16,1614.76,1590.22,2000.3
2016-03-30,1601.31,1619.7,1623.46,1601.31,2013.56
2016-03-29,1626.86,1618.89,1630.29,1616.41,2045.69
2016-03-28,1631.97,1625.91,1631.97,1612.37,2033.09
2016-03-25,1612.98,1601.29,1615.52,1596.95,2009.44
2016-03-24,1599.11,1606.56,1611.36,1592.96,1992.15
2016-03-23,1610.29,1619.37,1626.04,1607.85,2006.08
2016-03-22,1617.22,1606.47,1622.73,1599.44,2014.72
2016-03-18,1587.91,1604.0,1604.98,1576.67,1978.19
2016-03-17,1604.72,1618.21,1630.4,1593.98,1999.14
2016-03-16,1606.86,1610.1,1621.6,1606.6,2001.81
2016-03-15,1620.71,1626.27,1634.36,1613.54,2019.01
2016-03-14,1630.44,1625.63,1635.73,1621.62,2031.14
2016-03-11,1606.12,1579.04,1612.18,1573.82,2000.84
2016-03-10,1597.8,1590.59,1600.96,1580.7,1990.46
2016-03-09,1574.44,1578.5,1581.16,1562.39,1961.36
2016-03-08,1592.41,1605.24,1608.73,1572.55,1983.76
2016-03-07,1609.69,1621.81,1621.81,1608.71,2005.27
2016-03-04,1625.85,1614.48,1626.36,1609.21,2025.41
2016-03-03,1618.71,1594.38,1619.73,1594.38,2016.52
2016-03-02,1596.03,1566.72,1601.67,1566.5,1988.27
2016-03-01,1537.61,1533.28,1541.64,1518.3,1915.49
2016-02-29,1534.05,1566.47,1575.54,1534.05,1911.05
2016-02-26,1550.02,1560.18,1571.37,1549.84,1930.94
2016-02-25,1545.49,1525.17,1552.09,1525.17,1925.3
2016-02-24,1518.71,1506.08,1527.26,1498.59,1891.34
2016-02-23,1526.88,1549.72,1556.09,1524.95,1901.51
2016-02-22,1537.1,1516.73,1542.02,1511.5,1914.24
2016-02-19,1527.37,1535.48,1536.17,1514.71,1902.13
2016-02-18,1550.31,1544.95,1563.07,1543.49,1930.69
2016-02-17,1516.34,1533.57,1549.95,1497.41,1888.39
2016-02-16,1533.97,1516.64,1561.9,1510.74,1910.31
2016-02-15,1528.56,1442.64,1540.74,1442.47,1903.58
2016-02-12,1414.69,1468.14,1469.04,1412.03,1761.77
2016-02-10,1495.56,1543.26,1546.85,1473.96,1862.47
2016-02-09,1541.69,1599.61,1599.66,1535.96,1919.93
2016-02-08,1632.09,1601.01,1641.34,1591.81,2032.51
2016-02-05,1618.83,1618.64,1624.2,1600.33,2015.99
2016-02-04,1642.17,1646.41,1659.0,1634.5,2045.05
2016-02-03,1663.0,1690.59,1690.61,1652.13,2071.0
2016-02-02,1717.72,1715.22,1729.28,1710.38,2139.15
2016-02-01,1730.34,1711.36,1731.7,1710.16,2154.86
2016-01-29,1693.66,1655.81,1696.98,1620.65,2109.18
2016-01-28,1646.0,1645.66,1662.76,1639.16,2049.82
2016-01-27,1656.4,1635.75,1659.85,1635.45,2062.78
2016-01-26,1608.48,1621.15,1623.37,1605.29,2003.0
2016-01-25,1647.04,1646.25,1653.69,1628.79,2051.01
2016-01-22,1625.78,1571.46,1627.5,1571.03,2024.54
2016-01-21,1539.87,1585.06,1607.57,1539.87,1917.56
2016-01-20,1583.74,1638.62,1638.62,1582.51,1972.19
2016-01-19,1644.64,1637.02,1649.24,1626.17,2048.02
2016-01-18,1641.21,1628.19,1647.76,1613.09,2043.75
2016-01-15,1658.03,1687.5,1692.85,1648.9,2064.69
2016-01-14,1662.81,1674.42,1674.42,1634.85,2070.65
2016-01-13,1705.01,1679.74,1705.93,1679.67,2123.2
2016-01-12,1657.43,1690.99,1696.28,1657.43,2063.95
2016-01-08,1710.71,1704.25,1738.3,1702.98,2130.29
2016-01-07,1723.01,1754.63,1760.34,1721.74,2145.61
2016-01-06,1759.42,1785.97,1789.37,1748.12,2190.95
2016-01-05,1778.42,1779.37,1791.94,1770.78,2214.62
2016-01-04,1784.37,1811.63,1826.15,1780.4,2222.02
2015-12-30,1829.19,1834.42,1837.73,1828.95,2277.84
2015-12-29,1824.83,1806.58,1826.98,1799.17,2272.4
2015-12-28,1808.18,1800.46,1812.14,1796.65,2251.67
2015-12-25,1793.15,1801.27,1804.37,1790.29,2230.23
2015-12-24,1801.5,1828.78,1828.92,1800.7,2240.61
2015-12-22,1813.33,1815.97,1818.56,1804.85,2255.33
2015-12-21,1810.55,1807.17,1817.15,1788.26,2251.87
2015-12-18,1817.35,1847.78,1885.25,1817.35,2260.32
2015-12-17,1850.25,1850.04,1864.45,1847.83,2301.25
2015-12-16,1821.98,1804.72,1824.56,1804.72,2266.08
2015-12-15,1776.52,1807.68,1808.65,1776.52,2209.54
2015-12-14,1806.65,1799.07,1807.83,1780.22,2247.01
2015-12-11,1832.78,1817.5,1837.57,1817.5,2279.51
2015-12-10,1821.75,1824.77,1829.38,1818.87,2265.79
2015-12-09,1839.48,1844.8,1855.95,1837.22,2287.85
2015-12-08,1855.11,1873.68,1880.2,1854.03,2307.28
2015-12-07,1874.76,1878.1,1885.65,1874.15,2331.73
2015-12-04,1861.02,1865.02,1868.14,1855.29,2314.64
2015-12-03,1895.56,1890.97,1898.51,1887.88,2357.59
2015-12-02,1894.9,1894.88,1900.99,1892.71,2356.77
2015-12-01,1894.65,1873.39,1894.65,1873.39,2356.46
2015-11-30,1868.52,1883.42,1883.42,1867.59,2323.96
2015-11-27,1885.92,1897.76,1898.4,1882.4,2345.61
2015-11-26,1895.31,1893.24,1901.47,1893.24,2357.28
2015-11-25,1886.04,1891.29,1891.29,1880.72,2345.72
2015-11-24,1899.27,1893.95,1902.0,1890.48,2362.17
2015-11-20,1896.17,1885.73,1896.17,1881.04,2358.31
2015-11-19,1893.05,1894.22,1903.9,1885.58,2354.43
2015-11-18,1876.3,1885.94,1890.39,1875.57,2333.6
2015-11-17,1875.74,1881.43,1883.43,1875.74,2332.91
2015-11-16,1858.62,1846.41,1864.37,1842.64,2311.61
2015-11-13,1875.48,1864.44,1875.9,1857.82,2332.58
2015-11-12,1884.65,1882.65,1889.09,1877.55,2343.98
2015-11-11,1886.91,1875.6,1891.04,1874.97,2346.8
2015-11-10,1880.28,1865.98,1881.08,1865.17,2338.54
2015-11-09,1881.98,1863.69,1885.53,1862.52,2340.66
2015-11-06,1849.45,1846.72,1852.37,1841.01,2300.2
2015-11-05,1839.44,1828.42,1844.55,1828.38,2287.75
2015-11-04,1821.59,1828.12,1840.96,1821.59,2265.54
2015-11-02,1805.14,1819.08,1819.08,1801.05,2245.09
2015-10-30,1842.16,1826.92,1853.96,1818.38,2291.13
2015-10-29,1828.51,1840.62,1842.08,1817.2,2274.15
2015-10-28,1828.8,1827.65,1832.54,1821.16,2274.51
2015-10-27,1824.05,1843.34,1843.34,1823.3,2268.56
2015-10-26,1843.11,1851.45,1856.16,1842.4,2292.26
2015-10-23,1829.42,1825.96,1836.23,1824.76,2275.24
2015-10-22,1794.01,1794.66,1806.95,1790.0,2231.21
2015-10-21,1804.31,1769.65,1807.06,1768.9,2244.01
2015-10-20,1771.63,1775.63,1775.92,1766.62,2203.36
2015-10-19,1765.73,1776.09,1780.63,1759.54,2196.02
2015-10-16,1779.17,1776.15,1789.05,1774.3,2212.74
2015-10-15,1760.69,1731.38,1764.78,1727.83,2189.76
2015-10-14,1737.31,1761.04,1761.04,1733.21,2160.68
2015-10-13,1775.46,1783.71,1786.18,1772.23,2208.13
2015-10-09,1789.99,1768.05,1789.99,1762.86,2226.2
2015-10-08,1750.01,1763.75,1771.79,1748.1,2176.48
2015-10-07,1764.12,1744.47,1768.24,1739.5,2194.03
2015-10-06,1743.24,1754.06,1761.69,1739.4,2168.06
2015-10-05,1729.03,1722.83,1736.11,1717.26,2150.38
2015-10-02,1706.32,1693.41,1708.43,1686.89,2122.15
2015-10-01,1704.03,1679.33,1712.93,1670.75,2119.29
2015-09-30,1666.56,1649.15,1675.79,1648.7,2072.69
2015-09-29,1624.09,1669.8,1669.8,1619.65,2019.87
2015-09-28,1699.21,1707.98,1718.02,1690.35,2113.29
2015-09-25,1718.0,1689.42,1718.03,1681.85,2120.44
2015-09-24,1686.33,1707.81,1711.68,1686.33,2081.35
2015-09-18,1728.44,1749.77,1749.77,1725.89,2133.33
2015-09-17,1763.76,1758.24,1766.74,1748.74,2176.93
2015-09-16,1741.09,1747.06,1752.59,1734.63,2148.94
2015-09-15,1728.6,1736.13,1761.02,1728.6,2133.51
2015-09-14,1728.76,1757.36,1757.36,1725.76,2133.71
2015-09-11,1749.99,1735.74,1759.26,1733.8,2159.92
2015-09-10,1749.82,1750.14,1751.9,1720.37,2159.71
2015-09-09,1784.0,1709.44,1784.0,1709.28,2201.89
2015-09-08,1675.84,1712.29,1716.23,1674.68,2068.4
2015-09-07,1710.1,1691.79,1720.42,1676.73,2110.68
2015-09-04,1708.14,1752.92,1753.26,1689.89,2108.27
2015-09-03,1744.22,1758.23,1771.6,1744.08,2152.79
2015-09-02,1733.27,1716.32,1766.91,1710.99,2139.28
2015-09-01,1747.22,1806.62,1806.65,1747.22,2156.5
2015-08-31,1817.14,1819.98,1826.53,1803.03,2242.8
2015-08-28,1832.87,1809.28,1839.46,1808.23,2262.21
2015-08-27,1774.35,1778.41,1801.14,1770.58,2189.98
2015-08-26,1749.2,1711.82,1756.82,1696.99,2158.42
2015-08-25,1694.55,1717.11,1785.11,1672.46,2090.98
2015-08-24,1751.67,1824.54,1826.87,1751.67,2161.46
2015-08-21,1860.1,1885.77,1887.57,1860.1,2295.26
2015-08-20,1920.25,1941.03,1943.13,1920.25,2369.48
2015-08-19,1949.63,1971.47,1975.33,1949.63,2405.73
2015-08-18,1977.8,1980.78,1984.46,1977.02,2440.5
2015-08-17,1978.6,1975.97,1983.98,1971.73,2441.46
2015-08-14,1968.96,1970.12,1977.93,1966.36,2429.55
2015-08-13,1973.61,1962.32,1976.28,1960.0,2435.29
2015-08-12,1970.37,1989.98,1994.04,1959.09,2431.3
2015-08-11,1996.12,2011.81,2014.18,1983.91,2463.08
2015-08-10,2000.58,1979.88,2000.58,1977.69,2468.58
2015-08-07,1986.71,1975.19,1987.61,1969.07,2451.46
2015-08-06,1980.02,1987.24,1997.31,1980.02,2443.21
2015-08-05,1970.7,1962.02,1981.65,1958.63,2431.71
2015-08-04,1964.05,1958.31,1965.33,1956.23,2423.5
2015-08-03,1963.92,1964.01,1964.09,1948.92,2423.33
2015-07-31,1963.86,1953.75,1963.86,1950.99,2423.27
2015-07-30,1949.16,1948.28,1958.47,1945.56,2405.12
2015-07-29,1933.12,1936.22,1937.34,1924.75,2385.33
2015-07-28,1927.4,1918.46,1938.36,1907.47,2378.18
2015-07-27,1937.44,1944.72,1951.14,1929.93,2390.56
2015-07-24,1958.64,1965.14,1967.08,1956.24,2416.73
2015-07-23,1969.61,1966.3,1970.52,1962.89,2430.26
2015-07-22,1958.83,1966.07,1966.88,1957.9,2416.96
2015-07-21,1980.85,1978.44,1981.2,1972.17,2444.13
2015-07-17,1967.97,1967.19,1967.97,1962.58,2428.24
2015-07-16,1965.39,1958.47,1965.39,1954.8,2425.06
2015-07-15,1948.49,1948.34,1950.07,1939.47,2404.21
2015-07-14,1939.53,1937.6,1945.27,1933.42,2393.15
2015-07-13,1909.52,1893.83,1912.81,1892.39,2356.11
2015-07-10,1874.1,1877.05,1896.13,1869.49,2312.41
2015-07-09,1869.75,1839.06,1870.36,1806.88,2307.05
2015-07-08,1872.26,1928.96,1930.07,1872.26,2310.14
2015-07-07,1937.07,1938.91,1946.37,1936.35,2390.11
2015-07-06,1916.87,1924.63,1933.79,1910.11,2365.18
2015-07-03,1954.53,1951.52,1957.28,1947.04,2411.65
2015-07-02,1949.78,1954.1,1959.59,1947.47,2405.79
2015-07-01,1935.66,1934.11,1937.64,1926.58,2388.36
2015-06-30,1928.97,1926.02,1932.45,1918.85,2380.12
2015-06-29,1922.49,1934.41,1939.4,1918.86,2372.11
2015-06-26,1972.76,1970.5,1978.48,1960.59,2434.14
2015-06-25,1977.44,1978.19,1986.1,1977.0,2437.72
2015-06-24,1988.05,1991.61,1995.81,1987.85,2450.79
2015-06-23,1983.72,1963.67,1983.72,1962.75,2445.45
2015-06-22,1950.56,1929.85,1950.86,1929.85,2404.58
2015-06-19,1929.32,1929.19,1933.91,1922.83,2378.39
2015-06-18,1912.41,1930.62,1930.62,1912.41,2357.55
2015-06-17,1932.52,1946.11,1947.42,1927.55,2382.33
2015-06-16,1939.84,1947.08,1950.99,1937.05,2391.35
2015-06-15,1953.96,1938.3,1955.39,1937.96,2408.76
2015-06-12,1953.45,1955.16,1955.16,1946.43,2408.13
2015-06-11,1950.45,1939.22,1953.7,1939.22,2404.43
2015-06-10,1925.78,1935.6,1947.74,1924.49,2374.01
2015-06-09,1933.21,1951.56,1955.14,1933.21,2383.18
2015-06-08,1966.15,1979.46,1979.46,1961.53,2423.78
2015-06-05,1972.38,1967.82,1974.39,1963.06,2431.46
2015-06-04,1980.62,1980.29,1983.89,1975.3,2441.62
2015-06-03,1975.9,1973.57,1979.89,1968.56,2435.81
2015-06-02,1981.12,1990.38,1991.92,1976.01,2442.23
2015-06-01,1986.33,1967.59,1988.48,1967.01,2448.66
2015-05-29,1980.49,1979.3,1987.78,1976.39,2441.46
2015-05-28,1979.62,1977.62,1988.15,1973.23,2440.39
2015-05-27,1966.06,1957.64,1970.36,1956.5,2423.68
2015-05-26,1964.04,1965.57,1967.54,1959.98,2421.14
2015-05-25,1963.53,1958.13,1964.95,1956.31,2420.51
2015-05-22,1949.98,1948.8,1950.65,1939.26,2403.8
2015-05-21,1948.37,1948.24,1959.2,1944.52,2401.82
2015-05-20,1944.06,1944.58,1952.38,1942.09,2396.51
2015-05-19,1932.17,1929.38,1937.63,1927.59,2381.85
2015-05-18,1924.04,1907.11,1924.04,1907.05,2371.83
2015-05-15,1900.89,1894.14,1901.89,1888.55,2343.29
2015-05-14,1882.33,1889.78,1894.11,1880.25,2320.4
2015-05-13,1897.06,1885.4,1898.48,1879.33,2338.57
2015-05-12,1894.43,1892.94,1894.43,1876.65,2335.31
2015-05-11,1889.75,1900.5,1906.06,1888.7,2329.55
2015-05-08,1876.61,1865.93,1881.79,1862.03,2313.35
2015-05-07,1861.29,1863.35,1872.97,1857.47,2294.46
2015-05-01,1874.24,1874.05,1878.42,1859.45,2310.43
2015-04-30,1882.23,1906.4,1906.4,1877.38,2320.28
2015-04-28,1923.9,1920.45,1927.49,1919.43,2371.64
2015-04-27,1914.12,1916.67,1917.24,1907.18,2359.58
2015-04-24,1914.07,1919.95,1921.6,1911.42,2359.51
2015-04-23,1921.54,1931.22,1931.63,1911.47,2368.72
2015-04-22,1917.51,1907.95,1922.19,1906.58,2363.75
2015-04-21,1901.92,1879.76,1901.92,1877.37,2344.53
2015-04-20,1870.7,1861.49,1880.64,1855.1,2306.04
2015-04-17,1877.42,1884.35,1888.86,1875.71,2314.33
2015-04-16,1890.04,1879.84,1890.04,1870.03,2329.88
2015-04-15,1877.31,1873.46,1882.02,1872.96,2314.19
2015-04-14,1879.85,1870.99,1880.6,1870.99,2317.32
2015-04-13,1874.58,1881.65,1881.65,1866.49,2310.83
2015-04-10,1878.45,1885.63,1886.83,1872.73,2315.59
2015-04-09,1884.13,1882.93,1885.99,1877.33,2322.6
2015-04-08,1877.26,1875.89,1883.23,1869.93,2314.13
2015-04-07,1865.48,1861.2,1871.31,1857.55,2299.61
2015-04-06,1844.18,1834.05,1845.43,1829.91,2273.36
2015-04-03,1848.24,1836.31,1848.24,1835.09,2278.35
2015-04-02,1836.59,1816.83,1849.63,1815.18,2264.0
2015-04-01,1806.83,1816.62,1820.73,1795.92,2227.31
2015-03-31,1823.84,1862.72,1866.28,1823.84,2248.28
2015-03-30,1841.42,1835.92,1845.49,1825.41,2269.95
2015-03-27,1835.44,1844.51,1861.77,1819.91,2262.58
2015-03-26,1853.97,1867.66,1869.05,1846.72,2267.81
2015-03-25,1881.8,1877.66,1881.83,1862.42,2301.85
2015-03-24,1876.31,1876.5,1879.59,1866.54,2295.13
2015-03-23,1881.88,1873.22,1884.55,1870.78,2301.95
2015-03-20,1867.58,1860.95,1867.71,1854.01,2284.45
2015-03-19,1861.98,1868.62,1873.37,1848.49,2277.6
2015-03-18,1870.03,1856.3,1871.3,1855.55,2287.45
2015-03-17,1855.67,1854.35,1861.27,1849.73,2269.85
2015-03-16,1840.74,1843.52,1849.49,1836.53,2251.58
2015-03-13,1843.35,1833.52,1850.03,1832.71,2254.78
2015-03-12,1827.39,1807.17,1829.15,1807.17,2235.25
2015-03-11,1802.7,1792.56,1809.6,1791.61,2205.05
2015-03-10,1801.67,1819.57,1821.88,1794.58,2203.79
2015-03-09,1810.04,1813.53,1815.5,1801.42,2214.03
2015-03-06,1821.05,1803.48,1821.05,1803.48,2227.49
2015-03-05,1800.54,1790.72,1800.89,1790.01,2202.4
2015-03-04,1792.5,1795.76,1795.76,1778.06,2192.57
2015-03-03,1804.19,1809.33,1809.33,1793.43,2206.87
2015-03-02,1801.86,1804.74,1810.52,1799.83,2204.01
2015-02-27,1800.44,1803.19,1806.54,1793.02,2202.28
2015-02-26,1797.34,1779.19,1797.34,1779.09,2198.49
2015-02-25,1780.79,1786.71,1786.73,1777.46,2178.24
2015-02-24,1781.43,1771.69,1781.43,1768.02,2178.52
2015-02-23,1774.92,1784.05,1786.29,1766.64,2170.56
2015-02-20,1771.57,1770.89,1772.33,1765.18,2166.46
2015-02-19,1765.21,1754.68,1766.59,1754.68,2158.68
2015-02-18,1751.02,1740.21,1752.05,1739.6,2141.33
2015-02-17,1726.27,1720.5,1727.83,1716.03,2111.04
2015-02-16,1723.49,1723.74,1728.62,1719.43,2107.64
2015-02-13,1711.89,1712.75,1716.3,1708.14,2093.45
2015-02-12,1712.27,1706.82,1718.65,1706.82,2093.91
2015-02-10,1686.22,1683.43,1686.22,1677.23,2062.06
2015-02-09,1683.21,1688.03,1688.03,1676.0,2058.38
2015-02-06,1674.06,1680.77,1680.77,1671.5,2047.19
2015-02-05,1665.74,1675.56,1676.36,1661.5,2037.01
2015-02-04,1674.26,1663.49,1683.35,1663.31,2047.43
2015-02-03,1645.04,1671.76,1672.13,1639.08,2011.69
2015-02-02,1664.23,1658.05,1667.15,1650.2,2035.17
2015-01-30,1671.5,1684.64,1688.28,1671.49,2044.05
2015-01-29,1669.56,1678.3,1682.51,1667.1,2041.68
2015-01-28,1689.03,1673.1,1692.93,1672.82,2065.49
2015-01-27,1685.03,1671.74,1685.03,1670.17,2060.51
2015-01-26,1656.18,1640.43,1656.18,1640.43,2025.24
2015-01-23,1657.53,1658.23,1658.23,1652.13,2026.89
2015-01-22,1641.11,1641.13,1643.67,1630.57,2006.8
2015-01-21,1642.46,1645.47,1646.33,1632.62,2008.45
2015-01-20,1650.83,1626.09,1650.84,1626.09,2018.7
2015-01-19,1620.89,1621.95,1623.45,1612.5,1982.08
2015-01-16,1610.47,1598.94,1610.47,1586.39,1969.34
2015-01-15,1625.64,1610.54,1629.04,1606.38,1987.88
2015-01-14,1603.46,1614.44,1619.66,1601.73,1960.76
2015-01-13,1623.45,1612.14,1623.46,1598.86,1985.21
2015-01-09,1630.55,1636.91,1638.42,1623.95,1993.89
2015-01-08,1626.9,1624.42,1634.12,1619.45,1989.42
2015-01-07,1605.09,1598.93,1614.39,1598.93,1962.76
2015-01-06,1606.92,1626.44,1626.5,1606.91,1965.0
2015-01-05,1654.29,1651.91,1664.89,1639.08,2022.92
2014-12-30,1662.22,1679.09,1681.38,1662.22,2032.63
2014-12-29,1682.91,1693.62,1693.92,1666.1,2057.91
2014-12-26,1686.67,1679.43,1688.54,1679.43,2062.52
2014-12-25,1679.68,1681.07,1683.12,1676.9,2051.68
2014-12-24,1685.23,1687.44,1687.92,1682.71,2058.45
2014-12-22,1669.51,1674.32,1674.32,1662.9,2039.25
2014-12-19,1665.72,1652.91,1665.73,1650.51,2034.63
2014-12-18,1626.13,1628.0,1641.64,1623.87,1986.27
2014-12-17,1597.19,1591.19,1608.79,1591.05,1950.92
2014-12-16,1598.7,1611.17,1612.99,1595.6,1952.76
2014-12-15,1629.37,1634.28,1643.68,1627.33,1990.23
2014-12-12,1653.75,1648.42,1670.82,1648.42,2020.01
2014-12-11,1650.32,1641.76,1653.24,1628.7,2015.82
2014-12-10,1662.21,1684.29,1684.29,1654.26,2030.34
2014-12-09,1697.26,1697.85,1704.07,1694.09,2073.15
2014-12-08,1710.64,1717.74,1717.74,1704.99,2089.49
2014-12-05,1708.26,1700.82,1708.26,1694.2,2086.59
2014-12-04,1702.3,1704.42,1705.08,1698.36,2079.3
2014-12-03,1689.24,1696.99,1702.34,1686.43,2063.35
2014-12-02,1687.19,1671.39,1689.18,1670.91,2060.85
2014-12-01,1679.68,1672.16,1685.54,1671.74,2051.67
2014-11-28,1666.17,1651.77,1666.17,1651.48,2035.17
2014-11-27,1644.24,1656.42,1658.18,1643.54,2008.39
2014-11-26,1661.56,1661.05,1667.42,1658.76,2029.55
2014-11-25,1664.67,1666.99,1667.54,1660.97,2033.31
2014-11-21,1654.0,1650.23,1655.59,1635.6,2020.28
2014-11-20,1651.06,1659.49,1659.72,1649.71,2016.68
2014-11-19,1649.6,1656.16,1663.96,1647.77,2014.9
2014-11-18,1647.7,1633.21,1648.38,1633.21,2012.59
2014-11-17,1613.47,1648.06,1648.06,1610.3,1970.77
2014-11-14,1654.23,1654.91,1654.91,1637.14,2020.55
2014-11-13,1641.54,1628.45,1642.21,1619.2,2005.05
2014-11-12,1626.79,1636.3,1645.45,1625.11,1987.04
2014-11-11,1624.32,1612.41,1628.64,1609.87,1984.02
2014-11-10,1606.1,1603.03,1607.27,1598.7,1961.76
2014-11-07,1610.62,1613.23,1616.69,1608.11,1967.28
2014-11-06,1601.92,1625.32,1628.3,1598.81,1956.65
2014-11-05,1620.0,1611.42,1621.57,1607.08,1978.74
2014-11-04,1616.03,1604.06,1643.01,1603.33,1973.89
2014-10-31,1573.74,1525.24,1579.04,1525.24,1922.23
2014-10-30,1509.13,1503.13,1513.76,1502.1,1843.31
2014-10-29,1499.22,1488.72,1502.28,1485.74,1831.22
2014-10-28,1477.26,1478.08,1480.8,1470.4,1804.34
2014-10-27,1480.1,1477.58,1483.1,1471.86,1807.81
2014-10-24,1466.02,1472.52,1475.6,1462.56,1790.62
2014-10-23,1453.82,1448.1,1461.25,1444.0,1775.72
2014-10-22,1458.54,1443.35,1458.72,1442.19,1781.48
2014-10-21,1421.95,1445.34,1447.94,1417.51,1736.78
2014-10-20,1444.61,1416.76,1447.16,1416.73,1764.47
2014-10-17,1388.79,1413.21,1415.72,1388.79,1696.29
2014-10-16,1410.35,1417.26,1418.12,1406.77,1722.62
2014-10-15,1443.4,1437.47,1445.08,1430.59,1762.99
2014-10-14,1432.34,1440.87,1445.1,1430.61,1749.48
2014-10-10,1466.49,1465.09,1469.17,1459.43,1791.19
2014-10-09,1487.09,1510.1,1512.61,1485.89,1816.35
2014-10-08,1503.27,1501.9,1507.22,1495.72,1836.12
2014-10-07,1522.25,1528.03,1536.99,1520.31,1859.29
2014-10-06,1528.48,1530.81,1537.25,1524.75,1866.91
2014-10-03,1512.23,1504.45,1514.04,1501.62,1847.06
